url,product_title,vendeur,retrait,product_price,licence,Descriptif_produit,marque,GTIN,ref_EAN,etoile,etoile_qualite_prix
https://www.auchan.fr/pousses-de-haricot-mungo/pr-C1349996,Pousses de haricot mungo,,,,,,,,"233667,/,3760017370004,/,3760017370011",,
https://www.auchan.fr/brocoli-bio/pr-C1348869,Brocoli bio,,,,,,,,"41336,/,3000002041657,/,3000026041657,/,3370562601432,/,3370562601449,/,3413930217061,/,3588050001422,/,3700376933168,/,3700530903617,/,3700530905079,/,3700651521714,/,3700651575007,/,3700889100170,/,3760002450650,/,4018905160749,/,8425264000238,/,8435177020452,/,8435177065255,/,3770009272049,/,3760074650101,/,8024829001095,/,3413930217016,/,3701210900049,/,3760034602294,/,8435177075278",3.8,3.0
https://www.auchan.fr/patate-douce-bio/pr-C1376364,Patate douce bio,,,,,,,,"841442,/,0000008414427",,
https://www.auchan.fr/asperges-pointes-vertes/pr-C1350502,Asperges pointes vertes,,,,,,,,"863310,/,3000047037400,/,3000048037423,/,3000048047422,/,3700516002280,/,6006853000031,/,8424314200031,/,8424314200529,/,8424314200543,/,8424314210009,/,8424314210030,/,8425653200638,/,8425653200645,/,8435177001314,/,8435177009617,/,3700516001252",,
https://www.auchan.fr/auchan-bio-courgettes/pr-C1627836,Courgettes,,,,,,,,"42804,/,3000050041883,/,3700530903808,/,8435177074806,/,3760034604243,/,3760190042866,/,3701210900018,/,3770009272209,/,3760074650194,/,3700617290135,/,3760118121338,/,3760278920505,/,3760366793165,/,3760211992583,/,3413930327180,/,3700889100309,/,3666117000431",4.0,2.0
https://www.auchan.fr/pak-choi/pr-C1349211,Pak choï,,,,,,,,"47639,/,8425779006916,/,8435177042362",5,
https://www.auchan.fr/auchan-gourmet-pruneaux-d-agen-avec-noyau/pr-C1184228,Pruneaux d'Agen avec noyau,,,,,,,,"307842,/,8435177058301",4.8,
https://www.auchan.fr/auchan-crousti-zza-boeuf-cheddar/pr-C1629538,Crousti'zza boeuf cheddar,,,,,,,,"367653,/,3596710522767",2.0,
https://www.auchan.fr/simon-tartinable-de-poulet-sauce-andalouse/pr-C1634485,Tartinable de poulet sauce andalouse,,,,,,,,"26849,/,3164060731919",,
https://www.auchan.fr/sodebo-pizza-creamy-crust-chevre-miel/pr-C1203656,Pizza creamy crust chèvre miel,,,,,,,,"293094,/,3242273050758",5.0,4.0
https://www.auchan.fr/salade-batavia-bio/pr-C1349114,Salade batavia bio,,,,,,,,"30412,/,3000001048572,/,3325087842280,/,3448020006225,/,3683080457741,/,3700370982018,/,3700617200998,/,3700889100057,/,3760074650064,/,3760118124209,/,3760278920017,/,3270190010753,/,3760259785017,/,3770009272100,/,3770015863002,/,3760211990299,/,3760056151633,/,3760343021687,/,3770011246397,/,3760034601884",3.0,4.0
https://www.auchan.fr/oignons-saucier-jaunes/pr-C1349160,Oignons saucier jaunes,,,,,,,,"45269,/,3000008030242,/,3000008041170,/,3000008041224,/,3180500314023,/,3180504300107,/,3180504300114,/,3180504300367,/,3180504300374,/,3363298043393,/,3521230003717,/,3560790001016,/,3662093000205,/,3662093005019,/,3451630059222,/,3326505709154,/,3663362023086,/,3180500311701",,
https://www.auchan.fr/gastromer-les-emiettes-thon-et-chorizo/pr-C1193812,Les émiettés thon et chorizo,,,,,,,,"809668,/,3269660013035",4.5,
https://www.auchan.fr/le-gaulois-panes-de-dinde/pr-C1200807,Panés de dinde,,,,,,,,"863239,/,3266980043827",2.0,2.0
https://www.auchan.fr/mix-assortiment-de-petits-fours-traiteur/pr-C1350514,Assortiment de petits fours traiteur,,,,,,,,"34899,/,3700009263679","4,7",
https://www.auchan.fr/fleury-michon-le-moelleux-batonnets-de-surimi/pr-C1755884,Le Moelleux bâtonnets de surimi,,,,,,,,"423746,/,3302740057052",4.6,
https://www.auchan.fr/gourmets-charcutiers-mon-plateau-apero-saucisson-sec-chorizo-mimolette-gouda/pr-C1425329,Mon Plateau Apéro saucisson sec chorizo mimolette gouda,,,,,,,,"204392,/,3498940012066",1.3,
https://www.auchan.fr/chou-romanesco/pr-C1348960,Chou Romanesco,,,,,,,,"27267,/,2030500272674,/,3000001025559,/,0000000272674",,
https://www.auchan.fr/lazy-lemon-jus-de-citron-jaune/pr-C1184276,Jus de citron jaune,,,,,,,,"307883,/,8031301886002",4.5,5.0
https://www.auchan.fr/tradival-saucisson-a-cuire/pr-C1195360,Saucisson à cuire,,,,,,,,"657477,/,3608568201494",,
https://www.auchan.fr/bananes-bio/pr-C1349895,Bananes bio,,,,,,,,"860369,/,3700530908995,/,3347761000915,/,8435177065316,/,3347761000892,/,3661273099640,/,3661273099664,/,3661273099671,/,5050372220457,/,3661273099633,/,3700530903341,/,3347761000908,/,3347761000885,/,8720165700011,/,8435177070402,/,3760042972372,/,3760042972471,/,8435177072215,/,8435177072222,/,8435177072239,/,3215530000117,/,3332230017402,/,3664641007896,/,5901785390728,/,8720165700066,/,3605265026900,/,5070003315215",3.3,3.5
https://www.auchan.fr/cresson/pr-C1350263,Cresson,,,,,,,,"36242,/,3000045028813,/,3000045040402,/,3000046028812,/,3354270001500,/,3354270071503,/,3355480000031,/,3355480000215",,
https://www.auchan.fr/avocat-bio/pr-C1350042,Avocat bio,,,,,,,,"31724,/,3000016041612,/,3000017041611,/,3588050000173,/,3760002451398,/,8435177060625,/,8436008520004,/,8436008522794,/,8713037000241,/,3700353617173,/,8435177081729","2,7",
https://www.auchan.fr/chou-blanc-bio/pr-C1351808,Chou blanc bio,,,,,,,,"28471,/,3000002041756,/,3000018041757,/,3325088071788,/,3325088204179,/,3370561300022,/,3413930077016,/,3588050001200,/,3760002453101,/,3760056150476,/,3700651501396,/,3760115411678,/,3760034601198,/,3760366790324",,
https://www.auchan.fr/lustucru-box-pates-serpentini-tomate-mozzarella/pr-C1193655,Box pâtes serpentini tomate mozzarella,,,,,,,,"862583,/,3240931540580",2.5,
https://www.auchan.fr/oignons-blancs/pr-C1349317,Oignons blancs,,,,,,,,"25585,/,2030500255851,/,3000052030076,/,3562570000653,/,3562570000677,/,3562570102524,/,3590941000889,/,3760018370140,/,3700516001221,/,8058697121128,/,8051490551178,/,0000000255851,/,0767787931186",4,
https://www.auchan.fr/auchan-croust-izza-4-fromages/pr-C1205183,Croust izza 4 fromages,,,,,,,,"330855,/,3596710478828","4,7",
https://www.auchan.fr/tartinable-surimi-crabe/pr-C1186967,Tartinable surimi crabe,,,,,,,,"187420,/,5414268112828",4.0,5.0
https://www.auchan.fr/randy-pommes-de-terre-aux-lardons-et-sauce-bleu-d-auvergne/pr-C1788304,Pommes de terre aux lardons et sauce Bleu d'Auvergne,,,,,,,,"679128,/,3325420898080",2.7,
https://www.auchan.fr/tartinable-saumon-fume/pr-C1186968,Tartinable saumon fumé,,,,,,,,"186959,/,5414268112835",5.0,
https://www.auchan.fr/coeur-de-laitue/pr-C1602633,Cœur de laitue,,,,,,,,"781581,/,3760366791550,/,3760074650132,/,3760274700927",,
https://www.auchan.fr/cerises-bicolores/pr-C1376139,Cerises bicolores,,,,,,,,"545267,/,1000000000009,/,3000048033449,/,3366217529022,/,3376440000229,/,3398283833925,/,3514730000584,/,3515141502223,/,3760093210584,/,3760124601138,/,3760258002108,/,3770015906037,/,3770020649059,/,3000048033418",,
https://www.auchan.fr/pere-dodu-panes-de-poulet/pr-C1197018,Panés de poulet,,,,,,,,"25559,/,3435660369391",,
https://www.auchan.fr/guyader-verrines-courgettes-facon-pesto-chevre-et-poivrons/pr-C1514616,Verrines courgettes façon pesto chèvre et poivrons,,,,,,,,"323923,/,3276770250434",,
https://www.auchan.fr/coraya-batonnets-de-surimi-l-original/pr-C1181884,Bâtonnets de surimi l'original,,,,,,,,"223551,/,3276170011185",4.8,4.0
https://www.auchan.fr/auchan-batonnets-de-surimi/pr-C1405163,Bâtonnets de surimi,,,,,,,,"295862,/,3596710491704",4.6,5.0
https://www.auchan.fr/navets-bio/pr-C1349205,Navets bio,,,,,,,,"36288,/,3000008042009,/,3000048042007,/,3000122042084,/,3325080000076,/,3325087042000,/,3413930250167,/,3588050000999,/,3700651545024,/,3700651545048,/,3700651591168,/,3700889100101,/,3760002450742,/,3760211990244,/,3413930257012,/,3588050004003,/,3760034601587,/,3700651504441,/,3370569804997,/,3760366792687,/,3760366792663,/,3760366792670,/,3760366792694,/,3760366792700",,
https://www.auchan.fr/charcuterie-cosme-charcuterie-cosme-saucisses-persillee-x2-240g/pr-98100029,Charcuterie Cosme saucisses persillée x2 - 240g,,,,,,,,"98100029,/,3519530000178",5.0,
https://www.auchan.fr/licques-le-cordon-bleu-de-poulet/pr-C1190924,Le cordon bleu de poulet,,,,,,,,"545714,/,3287890001332",5.0,
https://www.auchan.fr/coraya-batonnets-de-surimi-sauce-mayonnaise/pr-C1180714,Bâtonnets de surimi sauce mayonnaise,,,,,,,,"119264,/,3276170016333",4.6,
https://www.auchan.fr/ail-rose-de-lautrec-label-rouge-3-tetes/pr-C1352523,Ail rosé de Lautrec Label Rouge 3 têtes,,,,,,,,"648994,/,3393240340997,/,3593240040990,/,3593240240994,/,3593240340991,/,3593249940994,/,3662093601006,/,3770012259167,/,3760150520328,/,3770027169000",5.0,4.0
https://www.auchan.fr/epinards-jeunes-pousses-sachet/pr-C1350421,Epinards jeunes pousses sachet,,,,,,,,"387589,/,3000044032170,/,3613460001950,/,3613460008522,/,3613460009307,/,3613460010099,/,3613460014110,/,3613468001952,/,3760090230127,/,3760090230387,/,3760114461629,/,3760114463210,/,3760308501001,/,3760343340016,/,3590941000704,/,3613460015223,/,3613460007204,/,3663362037137,/,3663362037144",1.0,2.0
https://www.auchan.fr/kaki-sharon/pr-C1467450,Kaki Sharon,,,,,,,,"42691,/,2030500426916,/,3000001211112,/,3661204017248,/,3661204017262,/,3661204028619,/,3700389400329,/,3700389400336,/,3700389400343,/,3700389400350,/,0000000426916",,
https://www.auchan.fr/sodebo-pasta-box-all-italiana-pecorino-poivre-noir/pr-C1773970,Pasta box all'italiana pecorino poivre noir,,,,,,,,"24295,/,3242271000403",3.7,
https://www.auchan.fr/oignons-jaunes/pr-C1348292,Oignons jaunes,,,,,,,,"20240,/,2030500202404,/,3000015041187,/,3000015041194,/,3000015041941,/,3000033041183,/,3000033041244,/,3000033041251,/,3000033048106,/,3000039030143,/,3180504300183,/,3180504300312,/,3200000000001,/,3363298043188,/,3413220000359,/,3521230005230,/,3593248041180,/,3662093000106,/,3662093680100,/,3664636000451,/,3664636000468,/,3760052386435,/,3760056151176,/,3760081070916,/,3760119371107,/,3760119375396,/,3760119377192,/,3760245500006,/,3760245500198,/,8713575000055,/,3662093000175,/,3326505048123,/,3760109230179,/,3276556233125,/,3760366790515,/,3326505048116,/,3760119376492,/,3000033481064,/,3236021171147,/,3282875540608,/,3333340100244,/,3333340100282,/,3363296275017,/,3389380000327,/,3664636000444,/,3760213495082,/,3760245700000,/,3760337801066,/,3770011284047,/,3770011284054,/,3770011284078,/,0000000202404",4.2,
https://www.auchan.fr/prunes-jaunes-bio/pr-C1375214,Prunes jaunes bio,,,,,,,,"861241,/,3661156218014,/,3760198580322,/,3760211990855",,
https://www.auchan.fr/iller-saucisse-blanche-fine-nature/pr-C1201244,Saucisse blanche fine nature,,,,,,,,"542704,/,3481910516442",3.3,
https://www.auchan.fr/oignons-doux/pr-C1350213,Oignons doux,,,,,,,,"45272,/,3000008030259,/,3000009000008,/,3180500319486,/,3180504300206,/,3180504300213,/,3180504300220,/,3363298040453,/,3521230003632,/,3521230088110,/,3593240541251,/,3662093316016,/,3662093316047,/,3662093705001,/,3760045830037,/,3760045830075,/,3000008048087,/,3015006602599,/,3306540100819,/,3326505709291,/,3326505757193,/,3363290360931,/,3363293184138,/,3363294644136,/,3363299562152,/,3420820032246,/,3663362027398,/,3663362027480,/,3700103800169,/,3700696501627,/,3760119371862,/,3760150526658,/,0000376004541",,
https://www.auchan.fr/guyader-rillette-de-saumon-d-ecosse/pr-C1193444,Rillette de saumon d'Ecosse,,,,,,,,"11556,/,3276770242873",,
https://www.auchan.fr/sodebo-cremio-box-thon-citron-creme/pr-C1195291,Cremio box thon citron crème,,,,,,,,"40399,/,3242272256953",1.0,
https://www.auchan.fr/noix-en-sachet/pr-C1349801,Noix en sachet,,,,,,,,"25256,/,3000028023248,/,3000032023227,/,3000034023225,/,3301221000280,/,3301221000303,/,3301221000327,/,3301221000341,/,3301221001324,/,3304090000023,/,3760105311650,/,3760115410039,/,3760115410169,/,3760188730041,/,3760115410015,/,3760115410022,/,3760115410114,/,3298721010300,/,3301221001287,/,3527110021970,/,3760028611363,/,3527110021819,/,0000376011532,/,0003760115427",,
https://www.auchan.fr/cap-ocean-rillettes-de-saumon/pr-C1193163,Rillettes de saumon,,,,,,,,"23217,/,3283260108014",4.2,
https://www.auchan.fr/maitre-coq-frites-de-poulet/pr-C1765848,Frites de poulet,,,,,,,,"547649,/,3230890012600",4.0,4.0
https://www.auchan.fr/paris-prix-drap-de-douche-excellence-70x130cm-gris/pr-5dbcfcf7-b2c1-4438-b98b-b6fdbe83a18d,Drap de Douche  Excellence  70x130cm Gris,,Livr. ou retrait dès 3/4 jours,,,,,,"5dbcfcf7-b2c1-4438-b98b-b6fdbe83a18d,/,3574388016047",,
https://www.auchan.fr/labeyrie-oeufs-de-saumon-sauvage-d-alaska-msc/pr-C1197325,Oeufs de saumon sauvage d'Alaska MSC,,,,,,,,"31125,/,3292070100613",3.5,
https://www.auchan.fr/radis-rouges-bio/pr-C1350252,Radis rouges bio,,,,,,,,"42422,/,3760118128207,/,3760259781002,/,3770009013017,/,3666117000073",,
https://www.auchan.fr/pasteque-tigree/pr-C1349309,Pastèque Tigrée,,,,,,,,"340526,/,2030503405260,/,3000001033912,/,3562570105129,/,3562570112127,/,3661204015916,/,3700530910974,/,3760298920004,/,3760298920011,/,3770008540019,/,3770008540026,/,8033757860049,/,8435177050497,/,3760298920134,/,3760298920158,/,3760298920240,/,8435177076954,/,3661494007363,/,3661494007370,/,3617290130521,/,0000003405260",,
https://www.auchan.fr/auchan-mini-batonnet-de-surimi-sauce-mayonnaise-msc/pr-C1405159,Mini bâtonnet de surimi sauce mayonnaise MSC,,,,,,,,"295848,/,3596710491735",4.7,
https://www.auchan.fr/guyader-madame-loic-rillette-de-saumon-fromage-frais/pr-C1196222,Madame Loïc Rillette de saumon fromage frais,,,,,,,,"41514,/,3276770010809",4.0,
https://www.auchan.fr/charcuterie-cosme-charcuterie-cosme-saucisses-nature-x2-240g/pr-98100030,Charcuterie Cosme saucisses nature x2 - 240g,,,,,,,,"98100030,/,3519530000192",,
https://www.auchan.fr/pouce-batonnets-de-poisson-saveur-crabe/pr-C1549740,Bâtonnets de poisson saveur crabe,,,,,,,,"898311,/,3596710507511",3.8,
https://www.auchan.fr/fleury-michon-mini-moelleux-batonnets-de-surimi-sauce-cocktail/pr-C1786686,Mini Moelleux Bâtonnets de surimi sauce cocktail,,,,,,,,"630250,/,3302740084539",5.0,
https://www.auchan.fr/primeale-melange-de-jeunes-pousses/pr-C1363988,Mélange de jeunes pousses,,,,,,,,"387585,/,3000044040441,/,3000044048621,/,3590941000414,/,3590941000766,/,3613460001776,/,3613460008485,/,3613460010419,/,3760090230080,/,3760114460431,/,3760114463203,/,3760114463234,/,3760114463432,/,3760308501025,/,3760343340023,/,3590941001497,/,3613460010372,/,3663362037090,/,3663362037106",3.0,3.0
https://www.auchan.fr/justin-bridou-mini-prefous-a-l-ail/pr-C1203833,Mini Préfous à l'ail,,,,,,,,"297179,/,3449865296352",4.0,
https://www.auchan.fr/fleury-michon-mini-moelleux-batonnets-de-surimi-sauce-mayonnaise/pr-C1786669,Mini Moelleux Bâtonnets de surimi sauce mayonnaise,,,,,,,,"629990,/,3302740084522",3.5,
https://www.auchan.fr/coraya-mini-batonnets-de-surimi-avec-2-sauces-mayonnaise/pr-C1186150,Mini bâtonnets de surimi avec 2 sauces mayonnaise,,,,,,,,"910789,/,3276170020002",4.3,
https://www.auchan.fr/auchan-batonnets-de-surimi/pr-C1197612,Bâtonnets de surimi,,,,,,,,"541736,/,3596710351565",4.4,4.5
https://www.auchan.fr/melange-pour-potee-poireaux-oignons-carottes-navets-raves-chou-blanc/pr-C1349248,"Mélange pour potée : poireaux, oignons, carottes, navets raves, chou blanc",,,,,,,,"29356,/,2030500293563,/,3000051030565,/,3000064030514,/,3000064030569,/,3000064038671,/,3000064041312,/,3000064048069,/,3258726441318,/,3352397163040,/,3414950029962,/,3420820005295,/,3663362003859,/,3361314041316,/,3352397163057,/,3000064016792,/,3760006274221,/,3347762005032,/,0000000293563",,
https://www.auchan.fr/peches-plates-bio/pr-C1348144,Pêches plates bio,,,,,,,,"544158,/,3376201204118,/,8435177028601,/,8435177046551,/,8437009620731,/,8435177034381,/,8412276138707,/,8435177068768",,
https://www.auchan.fr/auchan-panes-de-colin-d-alaska-msc/pr-C1200304,Panés de colin d'Alaska MSC,,,,,,,,"867558,/,3596710160563",4.2,3.0
https://www.auchan.fr/fleury-michon-batonnets-de-surimi-msc-coeur-frais-mayonnaise/pr-C1456067,Bâtonnets de surimi MSC cœur frais mayonnaise,,,,,,,,"312632,/,3302740059032","4,3",
https://www.auchan.fr/oranges-a-deguster-1er-prix/pr-C1349222,Oranges à déguster 1er prix,,,,,,,,"322040,/,2000485580002,/,3000029045621,/,3000164034184,/,3192340070113,/,3192340073114,/,3458462095152,/,3760134880042,/,8400011008934,/,8425174000311,/,8425174001400,/,8425174004081,/,8425174012949,/,8425174013816,/,8431876027280,/,8435177008535,/,8435177074790,/,3250391993222",3.5,4.0
https://www.auchan.fr/paris-prix-drap-de-bain-excellence-90x150cm-bordeaux/pr-c1503247-c307-43ae-9320-6e3053714e81,Drap de Bain  Excellence  90x150cm Bordeaux,,Livr. ou retrait dès 3/4 jours,,,,,,"c1503247-c307-43ae-9320-6e3053714e81,/,3574388016122",,
https://www.auchan.fr/paris-prix-drap-de-douche-madeira-70x130cm-emeraude/pr-f2a74bbd-ed7c-46b6-bf82-5cf6c92e0683,Drap de Douche  Madeira  70x130cm Emeraude,,Livr. ou retrait dès 3/4 jours,,,,,,"f2a74bbd-ed7c-46b6-bf82-5cf6c92e0683,/,3574388019307",,
https://www.auchan.fr/auchan-batonnets-de-surimi-msc-et-sauce-cocktail/pr-C1181476,Bâtonnets de surimi MSC et sauce cocktail,,,,,,,,"201531,/,3596710444489",5.0,
https://www.auchan.fr/auchan-rillettes-de-saumon/pr-C1165487,Rillettes de saumon,,,,,,,,"151409,/,3596710453238","4,2",5.0
https://www.auchan.fr/fleury-michon-le-moelleux-batonnet-de-surimi-msc/pr-C1425063,Le moelleux bâtonnet de surimi MSC,,,,,,,,"203724,/,3302740057328",5.0,
https://www.auchan.fr/cap-ocean-rillette-thon-msc-ricotta-citron-et-thym/pr-C1490615,Rillette thon MSC ricotta citron et thym,,,,,,,,"342219,/,3700966570407",,
https://www.auchan.fr/auchan-melange-de-mache-et-roquette/pr-C1195837,Mélange de mâche et roquette,,,,,,,,"10390,/,3596710385201,/,3596710480999",3.8,2.0
https://www.auchan.fr/five-drap-de-douche-esprit-de-campagne-70x130cm-gris/pr-be7a4850-0e28-459d-bb3d-2bced76ca145,Drap de Douche  Esprit de Campagne  70x130cm Gris,,Livr. ou retrait dès 3/4 jours,,,,,,"a0a27880-2576-494b-aa3b-821367bb7a42,/,3560238921814",,
https://www.auchan.fr/blini-tarama-aux-oeufs-de-cabillaud/pr-C1200330,Tarama aux oeufs de cabillaud,,,,,,,,"645454,/,3292070000036",4.0,
https://www.auchan.fr/auchan-le-traiteur-gougeres-au-fromage/pr-C1349440,Gougères au fromage,,,,,,,,"809387,/,3254568093876","4,6",
https://www.auchan.fr/coraya-batonnet-de-surimi/pr-C1194694,Bâtonnet de surimi,,,,,,,,"796826,/,3276170011840",4.7,
https://www.auchan.fr/justin-bridou-croquetas-jambon-iberique/pr-C1299640,Croquetas jambon ibérique,,,,,,,,"919115,/,3449865332494","2,9",
https://www.auchan.fr/le-grand-lejon-rillettes-de-thon-au-poivre-vert/pr-C1709761,Rillettes de thon au poivre vert,,,,,,,,"521759,/,3394610000183",,
https://www.auchan.fr/le-gaulois-grignottes-de-poulet-nature/pr-C1200814,Grignottes de poulet nature,,,,,,,,"807890,/,3266980119881",3.0,5.0
https://www.auchan.fr/auchan-delice-surimi-saveur-langoustine-msc/pr-C1199612,Délice surimi saveur langoustine MSC,,,,,,,,"540704,/,3596710213269",2.5,1.0
https://www.auchan.fr/auchan-bio-oranges-a-deguster/pr-C1348191,Oranges à déguster,,,,,,,,"11576,/,3254560115767,/,8435177025143","3,6",
https://www.auchan.fr/peche-jaune/pr-C1352361,Pêche jaune,,,,,,,,"808948,/,2030008089484",3.4,
https://www.auchan.fr/oranges-a-jus/pr-C1348122,Oranges à jus,,,,,,,,"20777,/,2030500207775,/,3000000000021,/,3000036011503,/,3192340070243,/,3192340073244,/,3192340075248,/,3254560207776,/,3458462022899,/,3458462071040,/,8400013611965,/,8400036008933,/,8400036008971,/,8400036011506,/,8432117722162,/,8435177001772,/,8435177002489,/,8435177003790,/,8435177019852,/,8435177070808,/,0000000207775","3,5",1.5
https://www.auchan.fr/auchan-mache/pr-C1196603,Mâche,,,,,,,,"40561,/,3596710369072",4.7,
https://www.auchan.fr/peches-plates/pr-C1348501,Pêches plates,,,,,,,,"379179,/,2019120723087,/,3000176045789,/,4018666222779,/,8431453101181,/,8431453115249,/,8435177020919,/,8435177020926,/,3662117003298,/,8423799351306,/,8424314300069,/,8423799354161,/,3463710646154,/,3463710646147",4.6,
https://www.auchan.fr/paris-prix-drap-de-bain-excellence-90x150cm-tournesol/pr-99b015f8-d270-42fc-b1cc-0047c3766a09,Drap de Bain  Excellence  90x150cm Tournesol,,Livr. ou retrait dès 3/4 jours,,,,,,"99b015f8-d270-42fc-b1cc-0047c3766a09,/,3574388016115",,
https://www.auchan.fr/auchan-tarama-aux-oeufs-de-cabillaud/pr-C1165491,Tarama aux œufs de cabillaud,,,,,,,,"292957,/,3596710468034","3,7",4.0
https://www.auchan.fr/boursin-specialite-a-tartiner-thon-persil-et-ciboulette/pr-C1259066,Spécialité à tartiner thon persil et ciboulette,,,,,,,,"916794,/,3073781134476",4.1,
https://www.auchan.fr/guyader-la-terrine-aux-deux-saumons/pr-C1193884,La Terrine aux deux saumons,,,,,,,,"807912,/,3276770242330",2.8,
https://www.auchan.fr/auchan-rillettes-de-thon-au-fromage-frais-et-ciboulette/pr-C1165486,Rillettes de thon au fromage frais et ciboulette,,,,,,,,"150831,/,3596710453221",4.3,5.0
https://www.auchan.fr/auchan-blinis-medium/pr-C1193717,Blinis médium,,,,,,,,"861302,/,3596710427857",,
https://www.auchan.fr/auchan-oeufs-de-lompe-noirs/pr-C1195608,Oeufs de lompe noirs,,,,,,,,"646634,/,3596710389308","4,3",
https://www.auchan.fr/atmosphera-drap-de-douche-joia-70x130cm-ocre/pr-e8e62cc5-1866-4d82-a30f-9e0b78104a37,Drap de Douche  Joia  70x130cm Ocre,,Livr. ou retrait dès 3/4 jours,,,,,,"832bbb71-6941-4f93-b828-3fc749121fe2,/,3560237546254",,
https://www.auchan.fr/paris-prix-drap-de-douche-tendresse-70x130cm-fougere/pr-e50a1731-f742-463c-8d92-7039499b2b78,Drap de Douche  Tendresse  70x130cm Fougère,,Livr. ou retrait dès 3/4 jours,,,,,,"e50a1731-f742-463c-8d92-7039499b2b78,/,3574388015316",,
https://www.auchan.fr/blini-tzatziki/pr-C1192510,Tzatziki,,,,,,,,"43447,/,3292070007905","4,8",
https://www.auchan.fr/florette-salade-mache-maxi-sachet/pr-C1200670,Salade mâche maxi sachet,,,,,,,,"42554,/,3280225021227",4.2,
https://www.auchan.fr/atmosphera-drap-de-douche-joia-70x130cm-blanc/pr-d3cb596b-a96f-4e00-8bb2-f6e867e66d4a,Drap de Douche  Joia  70x130cm Blanc,,Livr. ou retrait dès 3/4 jours,,,,,,"6c70eb3e-e3c6-40e1-bc0a-d65363746f07,/,3560237546230",,
https://www.auchan.fr/simon-tartinable-de-surimi-et-crabe-tourteau/pr-C1627877,Tartinable de surimi et crabe tourteau,,,,,,,,"24671,/,3164060731926",3.9,3.5
https://www.auchan.fr/coraya-tranches-de-la-mer-au-colin-d-alaska/pr-C1180634,Tranches de la mer au colin d'Alaska,,,,,,,,"111045,/,3276170020705",5.0,
https://www.auchan.fr/le-gaulois-nuggets-de-poulet/pr-C1196142,Nuggets de poulet,,,,,,,,"44118,/,3266980477899",,
https://www.auchan.fr/oranges-maltaise/pr-C1778083,Oranges Maltaise,,,,,,,,"418757,/,3505625001915",3.9,
https://www.auchan.fr/auchan-jeunes-pousses-d-epinards/pr-C1198895,Jeunes pousses d'épinards,,,,,,,,"540931,/,3596710294930",4.5,5.0
https://www.auchan.fr/orange-a-deguster/pr-C1352539,Orange à déguster,,,,,,,,"834991,/,2030008349915","3,8",5.0
https://www.auchan.fr/auchan-bio-oranges-a-jus/pr-C1489135,Oranges à jus,,,,,,,,"380953,/,3254563809533,/,8435177070082",3.6,
https://www.auchan.fr/abricots-murs-a-point/pr-C1350568,Abricots mûrs à point,,,,,,,,"641678,/,3000048032510,/,3358040014004,/,3358040014011,/,3358040014028,/,3358040014035,/,3760108790292,/,3760368110328",2.8,1.0
https://www.auchan.fr/auchan-bio-rillettes-de-saumon/pr-C1168157,Rillettes de saumon,,,,,,,,"12551,/,3596710349456",,
https://www.auchan.fr/auchan-melange-gourmand-de-frisee-mache-et-chicoree-rouge/pr-C1195836,Mélange gourmand de frisée mâche et chicorée rouge,,,,,,,,"10439,/,3596710385188",4.4,5.0
https://www.auchan.fr/l-atelier-blini-tarama-extra/pr-C1158696,Tarama extra,,,,,,,,"326569,/,3292070005178","4,5",5.0
https://www.auchan.fr/auchan-feuille-de-chene-rouge/pr-C1194572,Feuille de chêne rouge,,,,,,,,"798872,/,3596710480210",4.5,
